replay_step,controller,controller_family,seed,true_label,detector_confidence,detector_estimated_ratio,attack_ratio,action_id,action_name,orig_index,label_bucket
22,CARA-TC,CARA-TC,,1,0.8884751200675964,0.8899999856948853,0.88,4,Reroute,3480,attack
23,CARA-TC,CARA-TC,,0,0.8297797441482544,0.8299999833106995,0.83,1,Inspect,3603,benign
24,CARA-TC,CARA-TC,,1,0.8987791538238525,0.8999999761581421,0.9,4,Reroute,4036,attack
25,CARA-TC,CARA-TC,,1,0.9100563526153564,0.9100000262260436,0.91,4,Reroute,4096,attack
26,CARA-TC,CARA-TC,,0,0.7760412693023682,0.7799999713897705,0.78,1,Inspect,4223,benign
27,CARA-TC,CARA-TC,,0,0.7967140674591064,0.7900000214576721,0.8,1,Inspect,4492,benign
28,CARA-TC,CARA-TC,,0,0.773356556892395,0.7699999809265137,0.78,1,Inspect,4725,benign
29,CARA-TC,CARA-TC,,1,0.9137651920318604,0.9100000262260436,0.92,4,Reroute,4794,attack
30,CARA-TC,CARA-TC,,1,0.8725376129150391,0.8700000047683716,0.88,4,Reroute,4857,attack
31,CARA-TC,CARA-TC,,1,0.8711929321289062,0.8700000047683716,0.88,4,Reroute,4879,attack
32,CARA-TC,CARA-TC,,1,0.8682050108909607,0.8700000047683716,0.87,4,Reroute,5004,attack
33,CARA-TC,CARA-TC,,1,0.8684120178222656,0.8700000047683716,0.87,4,Reroute,5015,attack
34,CARA-TC,CARA-TC,,1,0.9081689715385436,0.9100000262260436,0.91,4,Reroute,5100,attack
35,CARA-TC,CARA-TC,,1,0.8976726531982422,0.8999999761581421,0.9,4,Reroute,5137,attack
36,CARA-TC,CARA-TC,,0,0.8373674154281616,0.8399999737739563,0.83,1,Inspect,5188,benign
37,CARA-TC,CARA-TC,,1,0.862047553062439,0.8600000143051147,0.86,4,Reroute,5222,attack
38,CARA-TC,CARA-TC,,1,0.8858568668365479,0.8799999952316284,0.89,4,Reroute,5375,attack
39,CARA-TC,CARA-TC,,1,0.8564433455467224,0.8500000238418579,0.86,4,Reroute,5529,attack
40,CARA-TC,CARA-TC,,0,0.8269306421279907,0.8199999928474426,0.83,1,Inspect,5615,benign
41,CARA-TC,CARA-TC,,0,0.813768208026886,0.8100000023841858,0.8,1,Inspect,5691,benign
42,CARA-TC,CARA-TC,,0,0.8197215795516968,0.8100000023841858,0.81,1,Inspect,5747,benign
43,CARA-TC,CARA-TC,,0,0.8220182061195374,0.8100000023841858,0.81,1,Inspect,5774,benign
44,CARA-TC,CARA-TC,,1,0.8663164377212524,0.8600000143051147,0.86,4,Reroute,5933,attack
45,CARA-TC,CARA-TC,,0,0.849316418170929,0.8399999737739563,0.84,1,Inspect,5966,benign
46,CARA-TC,CARA-TC,,0,0.8093292713165283,0.800000011920929,0.8,1,Inspect,6009,benign
47,CARA-TC,CARA-TC,,0,0.8414927124977112,0.8399999737739563,0.83,1,Inspect,6047,benign
48,CARA-TC,CARA-TC,,0,0.7934058308601379,0.7900000214576721,0.79,1,Inspect,6156,benign
49,CARA-TC,CARA-TC,,0,0.7934057116508484,0.7900000214576721,0.79,1,Inspect,6158,benign
50,CARA-TC,CARA-TC,,0,0.8012173175811768,0.800000011920929,0.8,1,Inspect,6161,benign
51,CARA-TC,CARA-TC,,1,0.8523243069648743,0.8500000238418579,0.85,4,Reroute,6544,attack
52,CARA-TC,CARA-TC,,1,0.8538548350334167,0.8500000238418579,0.85,4,Reroute,6691,attack
53,CARA-TC,CARA-TC,,0,0.8254052996635437,0.8299999833106995,0.83,1,Inspect,7158,benign
54,CARA-TC,CARA-TC,,0,0.7887188196182251,0.7900000214576721,0.79,1,Inspect,7298,benign
55,CARA-TC,CARA-TC,,1,0.8693459033966064,0.8700000047683716,0.87,4,Reroute,7800,attack
56,CARA-TC,CARA-TC,,0,0.8328465819358826,0.8299999833106995,0.83,1,Inspect,7938,benign
57,CARA-TC,CARA-TC,,1,0.8672149181365967,0.8700000047683716,0.87,4,Reroute,8112,attack
58,CARA-TC,CARA-TC,,1,0.8870208859443665,0.8899999856948853,0.89,4,Reroute,8169,attack
59,CARA-TC,CARA-TC,,1,0.8547448515892029,0.8600000143051147,0.86,4,Reroute,8187,attack
60,CARA-TC,CARA-TC,,1,0.8655512928962708,0.8700000047683716,0.87,4,Reroute,8323,attack
61,CARA-TC,CARA-TC,,0,0.7602249383926392,0.7599999904632568,0.76,1,Inspect,8570,benign
62,CARA-TC,CARA-TC,,0,0.7500377893447876,0.75,0.75,1,Inspect,8585,benign
63,CARA-TC,CARA-TC,,0,0.7400667071342468,0.7400000095367432,0.74,1,Inspect,8593,benign
64,CARA-TC,CARA-TC,,1,0.8890588283538818,0.8899999856948853,0.88,4,Reroute,8699,attack
65,CARA-TC,CARA-TC,,1,0.8890588879585266,0.8899999856948853,0.88,4,Reroute,8700,attack
66,CARA-TC,CARA-TC,,0,0.8400719165802002,0.8399999737739563,0.84,1,Inspect,8758,benign
67,CARA-TC,CARA-TC,,0,0.800307035446167,0.7900000214576721,0.79,1,Inspect,8963,benign
68,CARA-TC,CARA-TC,,0,0.8101561069488525,0.8100000023841858,0.81,1,Inspect,9413,benign
69,CARA-TC,CARA-TC,,1,0.8594833612442017,0.8600000143051147,0.86,4,Reroute,9754,attack
70,CARA-TC,CARA-TC,,0,0.8076704144477844,0.8100000023841858,0.81,1,Inspect,9871,benign
71,CARA-TC,CARA-TC,,0,0.7902960777282715,0.7900000214576721,0.79,1,Inspect,9907,benign
72,CARA-TC,CARA-TC,,1,0.9019876718521118,0.8999999761581421,0.9,4,Reroute,10288,attack
73,CARA-TC,CARA-TC,,1,0.8918544054031372,0.8899999856948853,0.89,4,Reroute,10301,attack
74,CARA-TC,CARA-TC,,1,0.8455605506896973,0.8500000238418579,0.85,4,Reroute,10545,attack
75,CARA-TC,CARA-TC,,0,0.8055262565612793,0.800000011920929,0.79,1,Inspect,10720,benign
76,CARA-TC,CARA-TC,,1,0.8840524554252625,0.8700000047683716,0.88,4,Reroute,10844,attack
77,CARA-TC,CARA-TC,,1,0.8640789985656738,0.8500000238418579,0.86,4,Reroute,10855,attack
78,CARA-TC,CARA-TC,,0,0.7940945625305176,0.7799999713897705,0.79,1,Inspect,10888,benign
79,CARA-TC,CARA-TC,,0,0.7955327033996582,0.7900000214576721,0.8,1,Inspect,10926,benign
80,CARA-TC,CARA-TC,,0,0.8359295725822449,0.8299999833106995,0.84,1,Inspect,11013,benign
81,CARA-TC,CARA-TC,,0,0.8027329444885254,0.7900000214576721,0.79,1,Inspect,11177,benign
82,CARA-TC,CARA-TC,,0,0.8449897170066833,0.8399999737739563,0.84,1,Inspect,11275,benign
83,CARA-TC,CARA-TC,,0,0.8350366950035095,0.8299999833106995,0.83,1,Inspect,11301,benign
84,CARA-TC,CARA-TC,,0,0.8350360989570618,0.8299999833106995,0.83,1,Inspect,11302,benign
85,CARA-TC,CARA-TC,,0,0.81482994556427,0.8100000023841858,0.81,1,Inspect,11352,benign
86,CARA-TC,CARA-TC,,1,0.8718368411064148,0.8700000047683716,0.87,4,Reroute,11464,attack
87,CARA-TC,CARA-TC,,1,0.8501495122909546,0.8500000238418579,0.86,4,Reroute,11772,attack
88,CARA-TC,CARA-TC,,0,0.8084815144538879,0.800000011920929,0.81,1,Inspect,11813,benign
89,CARA-TC,CARA-TC,,0,0.8098862171173096,0.8100000023841858,0.81,1,Inspect,11881,benign
90,CARA-TC,CARA-TC,,1,0.8678771257400513,0.8700000047683716,0.86,4,Reroute,12061,attack
91,CARA-TC,CARA-TC,,0,0.8481305837631226,0.8500000238418579,0.84,4,Reroute,12088,benign
92,CARA-TC,CARA-TC,,1,0.858406126499176,0.8600000143051147,0.85,4,Reroute,12109,attack
93,CARA-TC,CARA-TC,,1,0.8504123091697693,0.8500000238418579,0.85,4,Reroute,12137,attack
94,CARA-TC,CARA-TC,,0,0.8224881887435913,0.8199999928474426,0.82,1,Inspect,12176,benign
95,CARA-TC,CARA-TC,,0,0.8422060608863831,0.8399999737739563,0.84,1,Inspect,12187,benign
96,CARA-TC,CARA-TC,,0,0.8399506211280823,0.8399999737739563,0.84,1,Inspect,12297,benign
97,CARA-TC,CARA-TC,,1,0.8687772154808044,0.8700000047683716,0.87,4,Reroute,12464,attack
98,CARA-TC,CARA-TC,,1,0.8521358966827393,0.8500000238418579,0.85,4,Reroute,12715,attack
99,CARA-TC,CARA-TC,,1,0.8409515619277954,0.8399999737739563,0.85,1,Inspect,12891,attack
100,CARA-TC,CARA-TC,,1,0.8435349464416504,0.8399999737739563,0.85,1,Inspect,12963,attack
101,CARA-TC,CARA-TC,,0,0.8321276307106018,0.8299999833106995,0.83,1,Inspect,13036,benign
102,CARA-TC,CARA-TC,,0,0.8130981922149658,0.8100000023841858,0.81,1,Inspect,13047,benign
103,CARA-TC,CARA-TC,,0,0.8230418562889099,0.8199999928474426,0.82,1,Inspect,13058,benign
104,CARA-TC,CARA-TC,,1,0.8648033142089844,0.8600000143051147,0.86,4,Reroute,13189,attack
105,CARA-TC,CARA-TC,,1,0.8940011858940125,0.8899999856948853,0.89,4,Reroute,13220,attack
106,CARA-TC,CARA-TC,,1,0.8817206621170044,0.8799999952316284,0.89,4,Reroute,13229,attack
107,CARA-TC,CARA-TC,,0,0.789798378944397,0.7900000214576721,0.79,1,Inspect,13418,benign
108,CARA-TC,CARA-TC,,0,0.799791693687439,0.800000011920929,0.8,1,Inspect,13422,benign
109,CARA-TC,CARA-TC,,1,0.8395397067070007,0.8399999737739563,0.85,1,Inspect,13790,attack
110,CARA-TC,CARA-TC,,0,0.8311482071876526,0.8299999833106995,0.84,1,Inspect,13821,benign
111,CARA-TC,CARA-TC,,1,0.8897304534912109,0.8899999856948853,0.89,4,Reroute,13896,attack
112,CARA-TC,CARA-TC,,1,0.8981784582138062,0.8999999761581421,0.9,4,Reroute,13941,attack
113,CARA-TC,CARA-TC,,0,0.8418792486190796,0.8500000238418579,0.84,4,Reroute,14060,benign
114,CARA-TC,CARA-TC,,0,0.8191235065460205,0.8100000023841858,0.8,1,Inspect,14233,benign
115,CARA-TC,CARA-TC,,1,0.8727867007255554,0.8700000047683716,0.88,4,Reroute,14309,attack
116,CARA-TC,CARA-TC,,1,0.859923243522644,0.8600000143051147,0.86,4,Reroute,15051,attack
117,CARA-TC,CARA-TC,,1,0.8823280930519104,0.8799999952316284,0.88,4,Reroute,15187,attack
118,CARA-TC,CARA-TC,,0,0.8324939608573914,0.8299999833106995,0.83,1,Inspect,15211,benign
119,CARA-TC,CARA-TC,,1,0.8637133836746216,0.8600000143051147,0.86,4,Reroute,15308,attack
120,CARA-TC,CARA-TC,,0,0.8160220384597778,0.8100000023841858,0.82,1,Inspect,15324,benign
121,CARA-TC,CARA-TC,,0,0.754787802696228,0.75,0.76,1,Inspect,15412,benign
122,CARA-TC,CARA-TC,,1,0.851523756980896,0.8500000238418579,0.85,4,Reroute,15587,attack
123,CARA-TC,CARA-TC,,1,0.8701123595237732,0.8700000047683716,0.87,4,Reroute,15646,attack
124,CARA-TC,CARA-TC,,1,0.8801069855690002,0.8799999952316284,0.88,4,Reroute,15647,attack
125,CARA-TC,CARA-TC,,1,0.9189636707305908,0.9200000166893004,0.91,4,Reroute,15731,attack
126,CARA-TC,CARA-TC,,0,0.8464939594268799,0.8500000238418579,0.84,4,Reroute,16024,benign
127,CARA-TC,CARA-TC,,1,0.8612254858016968,0.8600000143051147,0.87,4,Reroute,16469,attack
128,CARA-TC,CARA-TC,,1,0.8597354292869568,0.8600000143051147,0.87,4,Reroute,16492,attack
129,CARA-TC,CARA-TC,,1,0.8625316619873047,0.8600000143051147,0.86,4,Reroute,16621,attack
130,CARA-TC,CARA-TC,,1,0.8625324964523315,0.8600000143051147,0.86,4,Reroute,16622,attack
131,CARA-TC,CARA-TC,,0,0.8334140777587891,0.8299999833106995,0.84,1,Inspect,16712,benign
132,CARA-TC,CARA-TC,,1,0.8998856544494629,0.8999999761581421,0.9,4,Reroute,16856,attack
133,CARA-TC,CARA-TC,,1,0.8994457721710205,0.8999999761581421,0.9,4,Reroute,16929,attack
134,CARA-TC,CARA-TC,,1,0.8741875290870667,0.8700000047683716,0.88,4,Reroute,17031,attack
135,CARA-TC,CARA-TC,,0,0.8287768363952637,0.8199999928474426,0.84,1,Inspect,17229,benign
136,CARA-TC,CARA-TC,,0,0.8439942002296448,0.8399999737739563,0.84,1,Inspect,17474,benign
137,CARA-TC,CARA-TC,,0,0.8278783559799194,0.8199999928474426,0.82,1,Inspect,17678,benign
138,CARA-TC,CARA-TC,,0,0.8066718578338623,0.800000011920929,0.8,1,Inspect,17719,benign
139,CARA-TC,CARA-TC,,0,0.8577614426612854,0.8500000238418579,0.84,4,Reroute,18102,benign
140,CARA-TC,CARA-TC,,1,0.8832355737686157,0.8799999952316284,0.87,4,Reroute,18120,attack
141,CARA-TC,CARA-TC,,1,0.8787582516670227,0.8799999952316284,0.88,4,Reroute,18188,attack
142,CARA-TC,CARA-TC,,1,0.9003291130065918,0.8999999761581421,0.9,4,Reroute,18373,attack
143,CARA-TC,CARA-TC,,0,0.8293827176094055,0.8299999833106995,0.83,1,Inspect,18429,benign
144,CARA-TC,CARA-TC,,0,0.8019344806671143,0.800000011920929,0.8,1,Inspect,18605,benign
145,CARA-TC,CARA-TC,,0,0.7719220519065857,0.7699999809265137,0.77,1,Inspect,18629,benign
146,CARA-TC,CARA-TC,,1,0.8580705523490906,0.8600000143051147,0.86,4,Reroute,19034,attack
147,CARA-TC,CARA-TC,,1,0.8591589331626892,0.8600000143051147,0.86,4,Reroute,19261,attack
148,CARA-TC,CARA-TC,,0,0.8198917508125305,0.8199999928474426,0.82,1,Inspect,19568,benign
149,CARA-TC,CARA-TC,,0,0.8346434831619263,0.8299999833106995,0.84,1,Inspect,19606,benign
150,CARA-TC,CARA-TC,,0,0.6925909519195557,0.6899999976158142,0.69,1,Inspect,19803,benign
151,CARA-TC,CARA-TC,,1,0.8533068895339966,0.8500000238418579,0.85,4,Reroute,19973,attack
152,CARA-TC,CARA-TC,,1,0.9491422176361084,0.949999988079071,0.95,4,Reroute,20134,attack
153,CARA-TC,CARA-TC,,1,0.8576992154121399,0.8600000143051147,0.86,4,Reroute,20261,attack
154,CARA-TC,CARA-TC,,0,0.837689220905304,0.8399999737739563,0.84,1,Inspect,20271,benign
155,CARA-TC,CARA-TC,,1,0.8698458075523376,0.8700000047683716,0.87,4,Reroute,20328,attack
156,CARA-TC,CARA-TC,,1,0.8497189879417419,0.8500000238418579,0.85,4,Reroute,20578,attack
157,CARA-TC,CARA-TC,,1,0.8485469818115234,0.8500000238418579,0.85,4,Reroute,20712,attack
158,CARA-TC,CARA-TC,,1,0.8510622978210449,0.8500000238418579,0.86,4,Reroute,20838,attack
159,CARA-TC,CARA-TC,,0,0.8205698132514954,0.8199999928474426,0.82,1,Inspect,20916,benign
160,CARA-TC,CARA-TC,,0,0.7999889254570007,0.800000011920929,0.8,1,Inspect,21203,benign
161,CARA-TC,CARA-TC,,0,0.7922539710998535,0.7900000214576721,0.8,1,Inspect,21295,benign
162,CARA-TC,CARA-TC,,0,0.7913861870765686,0.7900000214576721,0.8,1,Inspect,21299,benign
163,CARA-TC,CARA-TC,,0,0.830646812915802,0.8299999833106995,0.84,1,Inspect,21508,benign
164,CARA-TC,CARA-TC,,1,0.8479499816894531,0.8500000238418579,0.85,4,Reroute,21600,attack
165,CARA-TC,CARA-TC,,0,0.8187517523765564,0.8199999928474426,0.81,1,Inspect,21733,benign
166,CARA-TC,CARA-TC,,0,0.7671636343002319,0.7599999904632568,0.76,1,Inspect,21806,benign
167,CARA-TC,CARA-TC,,1,0.8541373610496521,0.8399999737739563,0.86,1,Inspect,21948,attack
168,CARA-TC,CARA-TC,,1,0.876903235912323,0.8700000047683716,0.87,4,Reroute,22082,attack
169,CARA-TC,CARA-TC,,1,0.9052704572677612,0.8999999761581421,0.9,4,Reroute,22110,attack
170,CARA-TC,CARA-TC,,0,0.8391054272651672,0.8399999737739563,0.83,1,Inspect,22171,benign
171,CARA-TC,CARA-TC,,1,0.8498303294181824,0.8500000238418579,0.85,4,Reroute,22284,attack
172,CARA-TC,CARA-TC,,1,0.8491634130477905,0.8500000238418579,0.85,4,Reroute,22317,attack
173,CARA-TC,CARA-TC,,1,0.8691211938858032,0.8700000047683716,0.87,4,Reroute,22329,attack
174,CARA-TC,CARA-TC,,1,0.8876321911811829,0.8899999856948853,0.89,4,Reroute,22468,attack
175,CARA-TC,CARA-TC,,1,0.8775237202644348,0.8799999952316284,0.88,4,Reroute,22501,attack
176,CARA-TC,CARA-TC,,0,0.8302080035209656,0.8299999833106995,0.83,1,Inspect,22708,benign
177,CARA-TC,CARA-TC,,1,0.8703062534332275,0.8700000047683716,0.87,4,Reroute,22853,attack
178,CARA-TC,CARA-TC,,0,0.8237143158912659,0.8199999928474426,0.82,1,Inspect,22944,benign
179,CARA-TC,CARA-TC,,1,0.8696657419204712,0.8600000143051147,0.86,4,Reroute,23024,attack
180,CARA-TC,CARA-TC,,1,0.8847257494926453,0.8799999952316284,0.88,4,Reroute,23094,attack
181,CARA-TC,CARA-TC,,1,0.8747749924659729,0.8700000047683716,0.87,4,Reroute,23112,attack
182,CARA-TC,CARA-TC,,0,0.8125288486480713,0.8100000023841858,0.81,1,Inspect,23209,benign
183,CARA-TC,CARA-TC,,0,0.8284656405448914,0.8299999833106995,0.83,1,Inspect,23431,benign
184,CARA-TC,CARA-TC,,1,0.8589532971382141,0.8600000143051147,0.86,4,Reroute,23733,attack
185,CARA-TC,CARA-TC,,1,0.8488499522209167,0.8500000238418579,0.85,4,Reroute,23759,attack
186,CARA-TC,CARA-TC,,0,0.8388105034828186,0.8399999737739563,0.84,1,Inspect,23778,benign
187,CARA-TC,CARA-TC,,0,0.8340607285499573,0.8299999833106995,0.83,1,Inspect,23811,benign
188,CARA-TC,CARA-TC,,0,0.8036412000656128,0.800000011920929,0.8,1,Inspect,24133,benign
189,CARA-TC,CARA-TC,,0,0.7837530374526978,0.7799999713897705,0.78,1,Inspect,24191,benign
190,CARA-TC,CARA-TC,,0,0.7800889611244202,0.7799999713897705,0.78,1,Inspect,24211,benign
191,CARA-TC,CARA-TC,,1,0.8676241040229797,0.8600000143051147,0.87,4,Reroute,24373,attack
192,CARA-TC,CARA-TC,,0,0.8401661515235901,0.8399999737739563,0.84,1,Inspect,24560,benign
193,CARA-TC,CARA-TC,,1,0.8799384832382202,0.8799999952316284,0.88,4,Reroute,24613,attack
194,CARA-TC,CARA-TC,,1,0.889945924282074,0.8899999856948853,0.89,4,Reroute,24618,attack
195,CARA-TC,CARA-TC,,1,0.8958290219306946,0.8899999856948853,0.91,4,Reroute,24726,attack
196,CARA-TC,CARA-TC,,1,0.8804629445075989,0.8799999952316284,0.88,4,Reroute,24772,attack
197,CARA-TC,CARA-TC,,0,0.843108594417572,0.8399999737739563,0.84,1,Inspect,24837,benign
198,CARA-TC,CARA-TC,,0,0.8299122452735901,0.8299999833106995,0.83,1,Inspect,24967,benign
199,CARA-TC,CARA-TC,,0,0.8168489336967468,0.8199999928474426,0.82,1,Inspect,24996,benign
200,CARA-TC,CARA-TC,,0,0.7699838280677795,0.7599999904632568,0.77,1,Inspect,25212,benign
201,CARA-TC,CARA-TC,,1,0.8604229688644409,0.8600000143051147,0.86,4,Reroute,25323,attack
202,CARA-TC,CARA-TC,,1,0.8699449300765991,0.8700000047683716,0.87,4,Reroute,25341,attack
203,CARA-TC,CARA-TC,,0,0.7626132369041443,0.7599999904632568,0.76,1,Inspect,25525,benign
204,CARA-TC,CARA-TC,,0,0.7826955914497375,0.7799999713897705,0.78,1,Inspect,25620,benign
205,CARA-TC,CARA-TC,,1,0.8601194024085999,0.8600000143051147,0.86,4,Reroute,25753,attack
206,CARA-TC,CARA-TC,,1,0.8552750945091248,0.8600000143051147,0.85,4,Reroute,25924,attack
207,CARA-TC,CARA-TC,,1,0.8599913120269775,0.8600000143051147,0.86,4,Reroute,26023,attack
208,CARA-TC,CARA-TC,,0,0.8406216502189636,0.8399999737739563,0.84,1,Inspect,26138,benign
209,CARA-TC,CARA-TC,,0,0.8106439113616943,0.8100000023841858,0.81,1,Inspect,26215,benign
210,CARA-TC,CARA-TC,,1,0.8734425902366638,0.8700000047683716,0.88,4,Reroute,26320,attack
211,CARA-TC,CARA-TC,,1,0.8734425902366638,0.8700000047683716,0.88,4,Reroute,26321,attack
212,CARA-TC,CARA-TC,,0,0.8274185657501221,0.8199999928474426,0.82,1,Inspect,26485,benign
213,CARA-TC,CARA-TC,,0,0.7977456450462341,0.7900000214576721,0.8,1,Inspect,26629,benign
214,CARA-TC,CARA-TC,,0,0.7860429883003235,0.7799999713897705,0.79,1,Inspect,26652,benign
215,CARA-TC,CARA-TC,,0,0.8211085796356201,0.8199999928474426,0.82,1,Inspect,27007,benign
216,CARA-TC,CARA-TC,,0,0.8113611340522766,0.8100000023841858,0.81,1,Inspect,27027,benign
217,CARA-TC,CARA-TC,,0,0.8113600015640259,0.8100000023841858,0.81,1,Inspect,27028,benign
218,CARA-TC,CARA-TC,,1,0.8569684028625488,0.8500000238418579,0.86,4,Reroute,27100,attack
219,CARA-TC,CARA-TC,,1,0.8499709963798523,0.8500000238418579,0.85,4,Reroute,27290,attack
220,CARA-TC,CARA-TC,,0,0.8199859857559204,0.8199999928474426,0.82,1,Inspect,27385,benign
221,CARA-TC,CARA-TC,,0,0.8246893286705017,0.8199999928474426,0.82,1,Inspect,27477,benign
222,CARA-TC,CARA-TC,,1,0.8756607174873352,0.8799999952316284,0.88,4,Reroute,27647,attack
223,CARA-TC,CARA-TC,,1,0.8587411642074585,0.8600000143051147,0.86,4,Reroute,27708,attack
224,CARA-TC,CARA-TC,,0,0.8176383972167969,0.8199999928474426,0.81,1,Inspect,27800,benign
225,CARA-TC,CARA-TC,,0,0.8300334215164185,0.8299999833106995,0.82,1,Inspect,27874,benign
226,CARA-TC,CARA-TC,,1,0.8468767404556274,0.8399999737739563,0.85,1,Inspect,28068,attack
227,CARA-TC,CARA-TC,,0,0.8368855118751526,0.8299999833106995,0.84,1,Inspect,28073,benign
228,CARA-TC,CARA-TC,,1,0.879469096660614,0.8799999952316284,0.87,4,Reroute,28281,attack
229,CARA-TC,CARA-TC,,0,0.8395709991455078,0.8399999737739563,0.83,1,Inspect,28318,benign
230,CARA-TC,CARA-TC,,1,0.8498777151107788,0.8500000238418579,0.85,4,Reroute,28631,attack
231,CARA-TC,CARA-TC,,0,0.824093222618103,0.8199999928474426,0.83,1,Inspect,28794,benign
232,CARA-TC,CARA-TC,,0,0.8240866661071777,0.8199999928474426,0.83,1,Inspect,28804,benign
233,CARA-TC,CARA-TC,,1,0.8526306748390198,0.8500000238418579,0.85,4,Reroute,28906,attack
234,CARA-TC,CARA-TC,,1,0.8526313900947571,0.8500000238418579,0.85,4,Reroute,28907,attack
235,CARA-TC,CARA-TC,,1,0.8500974178314209,0.8500000238418579,0.85,4,Reroute,29018,attack
236,CARA-TC,CARA-TC,,0,0.8424707651138306,0.8399999737739563,0.84,1,Inspect,29042,benign
237,CARA-TC,CARA-TC,,0,0.8119410872459412,0.8100000023841858,0.81,1,Inspect,29145,benign
238,CARA-TC,CARA-TC,,0,0.8217334747314453,0.8199999928474426,0.82,1,Inspect,29234,benign
239,CARA-TC,CARA-TC,,0,0.8317458629608154,0.8299999833106995,0.83,1,Inspect,29238,benign
240,CARA-TC,CARA-TC,,0,0.8088564872741699,0.8100000023841858,0.81,1,Inspect,29334,benign
241,CARA-TC,CARA-TC,,1,0.8475148677825928,0.8500000238418579,0.85,4,Reroute,29394,attack
242,CARA-TC,CARA-TC,,0,0.8201691508293152,0.8199999928474426,0.83,1,Inspect,29434,benign
243,CARA-TC,CARA-TC,,1,0.8426319360733032,0.8399999737739563,0.85,1,Inspect,29457,attack
244,CARA-TC,CARA-TC,,0,0.8261587023735046,0.8299999833106995,0.83,1,Inspect,29590,benign
245,CARA-TC,CARA-TC,,0,0.8141408562660217,0.8100000023841858,0.82,1,Inspect,29634,benign
246,CARA-TC,CARA-TC,,0,0.8041713237762451,0.800000011920929,0.81,1,Inspect,29644,benign
247,CARA-TC,CARA-TC,,0,0.8383910655975342,0.8399999737739563,0.84,1,Inspect,29713,benign
248,CARA-TC,CARA-TC,,1,0.9029292464256288,0.8999999761581421,0.9,4,Reroute,29828,attack
