replay_step,controller,controller_family,seed,true_label,detector_confidence,detector_estimated_ratio,attack_ratio,action_id,action_name,orig_index,label_bucket
93,NoControl,NoControl,,0,0.8224881887435913,0.8199999928474426,0.82,0,Forward,12176,benign
94,NoControl,NoControl,,0,0.8422060608863831,0.8399999737739563,0.84,0,Forward,12187,benign
95,NoControl,NoControl,,0,0.8399506211280823,0.8399999737739563,0.84,0,Forward,12297,benign
96,NoControl,NoControl,,1,0.8687772154808044,0.8700000047683716,0.87,0,Forward,12464,attack
97,NoControl,NoControl,,1,0.8521358966827393,0.8500000238418579,0.85,0,Forward,12715,attack
98,NoControl,NoControl,,1,0.8409515619277954,0.8399999737739563,0.85,0,Forward,12891,attack
99,NoControl,NoControl,,1,0.8435349464416504,0.8399999737739563,0.85,0,Forward,12963,attack
100,NoControl,NoControl,,0,0.8321276307106018,0.8299999833106995,0.83,0,Forward,13036,benign
101,NoControl,NoControl,,0,0.8130981922149658,0.8100000023841858,0.81,0,Forward,13047,benign
102,NoControl,NoControl,,0,0.8230418562889099,0.8199999928474426,0.82,0,Forward,13058,benign
103,NoControl,NoControl,,1,0.8648033142089844,0.8600000143051147,0.86,0,Forward,13189,attack
104,NoControl,NoControl,,1,0.8940011858940125,0.8899999856948853,0.89,0,Forward,13220,attack
105,NoControl,NoControl,,1,0.8817206621170044,0.8799999952316284,0.89,0,Forward,13229,attack
106,NoControl,NoControl,,0,0.789798378944397,0.7900000214576721,0.79,0,Forward,13418,benign
107,NoControl,NoControl,,0,0.799791693687439,0.800000011920929,0.8,0,Forward,13422,benign
108,NoControl,NoControl,,1,0.8395397067070007,0.8399999737739563,0.85,0,Forward,13790,attack
109,NoControl,NoControl,,0,0.8311482071876526,0.8299999833106995,0.84,0,Forward,13821,benign
110,NoControl,NoControl,,1,0.8897304534912109,0.8899999856948853,0.89,0,Forward,13896,attack
111,NoControl,NoControl,,1,0.8981784582138062,0.8999999761581421,0.9,0,Forward,13941,attack
112,NoControl,NoControl,,0,0.8418792486190796,0.8500000238418579,0.84,0,Forward,14060,benign
113,NoControl,NoControl,,0,0.8191235065460205,0.8100000023841858,0.8,0,Forward,14233,benign
114,NoControl,NoControl,,1,0.8727867007255554,0.8700000047683716,0.88,0,Forward,14309,attack
115,NoControl,NoControl,,1,0.859923243522644,0.8600000143051147,0.86,0,Forward,15051,attack
116,NoControl,NoControl,,1,0.8823280930519104,0.8799999952316284,0.88,0,Forward,15187,attack
117,NoControl,NoControl,,0,0.8324939608573914,0.8299999833106995,0.83,0,Forward,15211,benign
118,NoControl,NoControl,,1,0.8637133836746216,0.8600000143051147,0.86,0,Forward,15308,attack
119,NoControl,NoControl,,0,0.8160220384597778,0.8100000023841858,0.82,0,Forward,15325,benign
120,NoControl,NoControl,,0,0.754787802696228,0.75,0.76,0,Forward,15412,benign
121,NoControl,NoControl,,1,0.851523756980896,0.8500000238418579,0.85,0,Forward,15587,attack
122,NoControl,NoControl,,1,0.8701123595237732,0.8700000047683716,0.87,0,Forward,15646,attack
123,NoControl,NoControl,,1,0.8801069855690002,0.8799999952316284,0.88,0,Forward,15647,attack
124,NoControl,NoControl,,1,0.9189636707305908,0.9200000166893005,0.91,0,Forward,15731,attack
125,NoControl,NoControl,,0,0.8464939594268799,0.8500000238418579,0.84,0,Forward,16024,benign
126,NoControl,NoControl,,1,0.8612254858016968,0.8600000143051147,0.87,0,Forward,16469,attack
127,NoControl,NoControl,,1,0.8597354292869568,0.8600000143051147,0.87,0,Forward,16492,attack
128,NoControl,NoControl,,1,0.8625316619873047,0.8600000143051147,0.86,0,Forward,16621,attack
129,NoControl,NoControl,,1,0.8625324964523315,0.8600000143051147,0.86,0,Forward,16622,attack
130,NoControl,NoControl,,0,0.8334140777587891,0.8299999833106995,0.84,0,Forward,16712,benign
131,NoControl,NoControl,,1,0.8998856544494629,0.8999999761581421,0.9,0,Forward,16856,attack
132,NoControl,NoControl,,1,0.8994457721710205,0.8999999761581421,0.9,0,Forward,16929,attack
133,NoControl,NoControl,,1,0.8741875290870667,0.8700000047683716,0.88,0,Forward,17031,attack
134,NoControl,NoControl,,0,0.8287768363952637,0.8199999928474426,0.84,0,Forward,17229,benign
135,NoControl,NoControl,,0,0.8439942002296448,0.8399999737739563,0.84,0,Forward,17474,benign
136,NoControl,NoControl,,0,0.8278783559799194,0.8199999928474426,0.82,0,Forward,17678,benign
137,NoControl,NoControl,,0,0.8066718578338623,0.800000011920929,0.8,0,Forward,17719,benign
138,NoControl,NoControl,,0,0.8577614426612854,0.8500000238418579,0.84,0,Forward,18102,benign
139,NoControl,NoControl,,1,0.8832355737686157,0.8799999952316284,0.87,0,Forward,18120,attack
140,NoControl,NoControl,,1,0.8787582516670227,0.8799999952316284,0.88,0,Forward,18188,attack
141,NoControl,NoControl,,1,0.9003291130065918,0.8999999761581421,0.9,0,Forward,18373,attack
142,NoControl,NoControl,,0,0.8293827176094055,0.8299999833106995,0.83,0,Forward,18429,benign
143,NoControl,NoControl,,0,0.8019344806671143,0.800000011920929,0.8,0,Forward,18605,benign
144,NoControl,NoControl,,0,0.7719220519065857,0.7699999809265137,0.77,0,Forward,18629,benign
145,NoControl,NoControl,,1,0.8580705523490906,0.8600000143051147,0.86,0,Forward,19034,attack
146,NoControl,NoControl,,1,0.8591589331626892,0.8600000143051147,0.86,0,Forward,19261,attack
147,NoControl,NoControl,,0,0.8198917508125305,0.8199999928474426,0.82,0,Forward,19568,benign
148,NoControl,NoControl,,0,0.8346434831619263,0.8299999833106995,0.84,0,Forward,19606,benign
149,NoControl,NoControl,,0,0.6925909519195557,0.6899999976158142,0.69,0,Forward,19803,benign
150,NoControl,NoControl,,1,0.8533068895339966,0.8500000238418579,0.85,0,Forward,19973,attack
151,NoControl,NoControl,,1,0.9491422176361084,0.949999988079071,0.95,0,Forward,20134,attack
152,NoControl,NoControl,,1,0.8576992154121399,0.8600000143051147,0.86,0,Forward,20261,attack
153,NoControl,NoControl,,0,0.837689220905304,0.8399999737739563,0.84,0,Forward,20271,benign
154,NoControl,NoControl,,1,0.8698458075523376,0.8700000047683716,0.87,0,Forward,20328,attack
155,NoControl,NoControl,,1,0.8497189879417419,0.8500000238418579,0.85,0,Forward,20578,attack
156,NoControl,NoControl,,1,0.8485469818115234,0.8500000238418579,0.85,0,Forward,20712,attack
157,NoControl,NoControl,,1,0.8510622978210449,0.8500000238418579,0.86,0,Forward,20838,attack
158,NoControl,NoControl,,0,0.8205698132514954,0.8199999928474426,0.82,0,Forward,20916,benign
159,NoControl,NoControl,,0,0.7999889254570007,0.800000011920929,0.8,0,Forward,21203,benign
160,NoControl,NoControl,,0,0.7922539710998535,0.7900000214576721,0.8,0,Forward,21295,benign
161,NoControl,NoControl,,0,0.7913861870765686,0.7900000214576721,0.8,0,Forward,21299,benign
162,NoControl,NoControl,,0,0.830646812915802,0.8299999833106995,0.84,0,Forward,21508,benign
163,NoControl,NoControl,,1,0.8479499816894531,0.8500000238418579,0.85,0,Forward,21600,attack
164,NoControl,NoControl,,0,0.8187517523765564,0.8199999928474426,0.81,0,Forward,21733,benign
165,NoControl,NoControl,,0,0.7671636343002319,0.7599999904632568,0.76,0,Forward,21806,benign
166,NoControl,NoControl,,1,0.8541373610496521,0.8399999737739563,0.86,0,Forward,21948,attack
167,NoControl,NoControl,,1,0.876903235912323,0.8700000047683716,0.87,0,Forward,22082,attack
168,NoControl,NoControl,,1,0.9052704572677612,0.8999999761581421,0.9,0,Forward,22110,attack
169,NoControl,NoControl,,0,0.8391054272651672,0.8399999737739563,0.83,0,Forward,22171,benign
170,NoControl,NoControl,,1,0.8498303294181824,0.8500000238418579,0.85,0,Forward,22284,attack
171,NoControl,NoControl,,1,0.8491634130477905,0.8500000238418579,0.85,0,Forward,22317,attack
172,NoControl,NoControl,,1,0.8691211938858032,0.8700000047683716,0.87,0,Forward,22329,attack
173,NoControl,NoControl,,1,0.8876321911811829,0.8899999856948853,0.89,0,Forward,22468,attack
174,NoControl,NoControl,,1,0.8775237202644348,0.8799999952316284,0.88,0,Forward,22501,attack
175,NoControl,NoControl,,0,0.8302080035209656,0.8299999833106995,0.83,0,Forward,22708,benign
176,NoControl,NoControl,,1,0.8703062534332275,0.8700000047683716,0.87,0,Forward,22853,attack
177,NoControl,NoControl,,0,0.8237143158912659,0.8199999928474426,0.82,0,Forward,22944,benign
178,NoControl,NoControl,,1,0.8696657419204712,0.8600000143051147,0.86,0,Forward,23025,attack
179,NoControl,NoControl,,1,0.8847257494926453,0.8799999952316284,0.88,0,Forward,23094,attack
180,NoControl,NoControl,,1,0.8747749924659729,0.8700000047683716,0.87,0,Forward,23112,attack
181,NoControl,NoControl,,0,0.8125288486480713,0.8100000023841858,0.81,0,Forward,23209,benign
182,NoControl,NoControl,,0,0.8284656405448914,0.8299999833106995,0.83,0,Forward,23431,benign
183,NoControl,NoControl,,1,0.8589532971382141,0.8600000143051147,0.86,0,Forward,23733,attack
184,NoControl,NoControl,,1,0.8488499522209167,0.8500000238418579,0.85,0,Forward,23759,attack
185,NoControl,NoControl,,0,0.8388105034828186,0.8399999737739563,0.84,0,Forward,23778,benign
186,NoControl,NoControl,,0,0.8340607285499573,0.8299999833106995,0.83,0,Forward,23811,benign
187,NoControl,NoControl,,0,0.8036412000656128,0.800000011920929,0.8,0,Forward,24133,benign
188,NoControl,NoControl,,0,0.7837530374526978,0.7799999713897705,0.78,0,Forward,24191,benign
189,NoControl,NoControl,,0,0.7800889611244202,0.7799999713897705,0.78,0,Forward,24211,benign
190,NoControl,NoControl,,1,0.8676241040229797,0.8600000143051147,0.87,0,Forward,24373,attack
191,NoControl,NoControl,,0,0.8401661515235901,0.8399999737739563,0.84,0,Forward,24560,benign
192,NoControl,NoControl,,1,0.8799384832382202,0.8799999952316284,0.88,0,Forward,24613,attack
193,NoControl,NoControl,,1,0.889945924282074,0.8899999856948853,0.89,0,Forward,24618,attack
194,NoControl,NoControl,,1,0.8958290219306946,0.8899999856948853,0.91,0,Forward,24726,attack
195,NoControl,NoControl,,1,0.8804629445075989,0.8799999952316284,0.88,0,Forward,24772,attack
196,NoControl,NoControl,,0,0.843108594417572,0.8399999737739563,0.84,0,Forward,24837,benign
197,NoControl,NoControl,,0,0.8299122452735901,0.8299999833106995,0.83,0,Forward,24967,benign
198,NoControl,NoControl,,0,0.8168489336967468,0.8199999928474426,0.82,0,Forward,24996,benign
199,NoControl,NoControl,,0,0.7699838280677795,0.7599999904632568,0.77,0,Forward,25212,benign
200,NoControl,NoControl,,1,0.8604229688644409,0.8600000143051147,0.86,0,Forward,25323,attack
201,NoControl,NoControl,,1,0.8699449300765991,0.8700000047683716,0.87,0,Forward,25341,attack
202,NoControl,NoControl,,0,0.7626132369041443,0.7599999904632568,0.76,0,Forward,25525,benign
203,NoControl,NoControl,,0,0.7826955914497375,0.7799999713897705,0.78,0,Forward,25624,benign
204,NoControl,NoControl,,1,0.8601194024085999,0.8600000143051147,0.86,0,Forward,25753,attack
205,NoControl,NoControl,,1,0.8498777151107788,0.8500000238418579,0.85,0,Forward,25855,attack
206,NoControl,NoControl,,1,0.8552750945091248,0.8600000143051147,0.85,0,Forward,25924,attack
207,NoControl,NoControl,,1,0.8599913120269775,0.8600000143051147,0.86,0,Forward,26023,attack
208,NoControl,NoControl,,0,0.8406216502189636,0.8399999737739563,0.84,0,Forward,26138,benign
209,NoControl,NoControl,,0,0.8106439113616943,0.8100000023841858,0.81,0,Forward,26215,benign
210,NoControl,NoControl,,1,0.8734425902366638,0.8700000047683716,0.88,0,Forward,26320,attack
211,NoControl,NoControl,,1,0.8734425902366638,0.8700000047683716,0.88,0,Forward,26321,attack
212,NoControl,NoControl,,0,0.8274185657501221,0.8199999928474426,0.82,0,Forward,26485,benign
213,NoControl,NoControl,,0,0.7977456450462341,0.7900000214576721,0.8,0,Forward,26629,benign
214,NoControl,NoControl,,0,0.7860429883003235,0.7799999713897705,0.79,0,Forward,26652,benign
215,NoControl,NoControl,,0,0.8211085796356201,0.8199999928474426,0.82,0,Forward,27007,benign
216,NoControl,NoControl,,0,0.8113611340522766,0.8100000023841858,0.81,0,Forward,27027,benign
217,NoControl,NoControl,,0,0.8113600015640259,0.8100000023841858,0.81,0,Forward,27028,benign
218,NoControl,NoControl,,1,0.8569684028625488,0.8500000238418579,0.86,0,Forward,27099,attack
219,NoControl,NoControl,,1,0.8499709963798523,0.8500000238418579,0.85,0,Forward,27290,attack
220,NoControl,NoControl,,0,0.8199859857559204,0.8199999928474426,0.82,0,Forward,27385,benign
221,NoControl,NoControl,,0,0.8246893286705017,0.8199999928474426,0.82,0,Forward,27475,benign
222,NoControl,NoControl,,1,0.8756607174873352,0.8799999952316284,0.88,0,Forward,27647,attack
223,NoControl,NoControl,,1,0.8587411642074585,0.8600000143051147,0.86,0,Forward,27708,attack
224,NoControl,NoControl,,0,0.8176383972167969,0.8199999928474426,0.81,0,Forward,27800,benign
225,NoControl,NoControl,,0,0.8300334215164185,0.8299999833106995,0.82,0,Forward,27874,benign
226,NoControl,NoControl,,1,0.8468767404556274,0.8399999737739563,0.85,0,Forward,28068,attack
227,NoControl,NoControl,,0,0.8368855118751526,0.8299999833106995,0.84,0,Forward,28073,benign
228,NoControl,NoControl,,1,0.879469096660614,0.8799999952316284,0.87,0,Forward,28281,attack
229,NoControl,NoControl,,0,0.8395709991455078,0.8399999737739563,0.83,0,Forward,28318,benign
230,NoControl,NoControl,,0,0.8398676514625549,0.8399999737739563,0.84,0,Forward,28618,benign
231,NoControl,NoControl,,0,0.824093222618103,0.8199999928474426,0.83,0,Forward,28794,benign
232,NoControl,NoControl,,0,0.8240866661071777,0.8199999928474426,0.83,0,Forward,28804,benign
233,NoControl,NoControl,,1,0.8526306748390198,0.8500000238418579,0.85,0,Forward,28906,attack
234,NoControl,NoControl,,1,0.8526313900947571,0.8500000238418579,0.85,0,Forward,28907,attack
235,NoControl,NoControl,,1,0.8500974178314209,0.8500000238418579,0.85,0,Forward,29018,attack
236,NoControl,NoControl,,0,0.8424707651138306,0.8399999737739563,0.84,0,Forward,29042,benign
237,NoControl,NoControl,,0,0.8119410872459412,0.8100000023841858,0.81,0,Forward,29145,benign
238,NoControl,NoControl,,0,0.8217334747314453,0.8199999928474426,0.82,0,Forward,29234,benign
239,NoControl,NoControl,,0,0.8317458629608154,0.8299999833106995,0.83,0,Forward,29238,benign
240,NoControl,NoControl,,0,0.8088564872741699,0.8100000023841858,0.81,0,Forward,29334,benign
241,NoControl,NoControl,,1,0.8475148677825928,0.8500000238418579,0.85,0,Forward,29394,attack
242,NoControl,NoControl,,0,0.8201691508293152,0.8199999928474426,0.83,0,Forward,29434,benign
243,NoControl,NoControl,,1,0.8426319360733032,0.8399999737739563,0.85,0,Forward,29457,attack
244,NoControl,NoControl,,0,0.8261587023735046,0.8299999833106995,0.83,0,Forward,29590,benign
245,NoControl,NoControl,,0,0.8141408562660217,0.8100000023841858,0.82,0,Forward,29634,benign
246,NoControl,NoControl,,0,0.8041713237762451,0.800000011920929,0.81,0,Forward,29644,benign
247,NoControl,NoControl,,0,0.8383910655975342,0.8399999737739563,0.84,0,Forward,29713,benign
248,NoControl,NoControl,,1,0.9029292464256287,0.8999999761581421,0.9,0,Forward,29828,attack
0,Greedy,Greedy,,1,0.879833996295929,0.8799999952316284,0.88,6,Isolate,34,attack
1,Greedy,Greedy,,0,0.8099673390388489,0.8100000023841858,0.81,6,Isolate,163,benign
2,Greedy,Greedy,,0,0.8290244936943054,0.8299999833106995,0.82,6,Isolate,359,benign
3,Greedy,Greedy,,1,0.8779748678207397,0.8799999952316284,0.87,6,Isolate,543,attack
4,Greedy,Greedy,,1,0.8908616900444031,0.8899999856948853,0.89,6,Isolate,788,attack
5,Greedy,Greedy,,0,0.8184310793876648,0.8199999928474426,0.83,6,Isolate,1007,benign
6,Greedy,Greedy,,1,0.8630930185317993,0.8700000047683716,0.86,6,Isolate,1077,attack
7,Greedy,Greedy,,0,0.7812010049819946,0.7799999713897705,0.78,6,Isolate,1173,benign
8,Greedy,Greedy,,0,0.7988349199295044,0.800000011920929,0.8,6,Isolate,1338,benign
9,Greedy,Greedy,,1,0.8783858418464661,0.8799999952316284,0.88,6,Isolate,1589,attack
10,Greedy,Greedy,,1,0.9270837903022766,0.9300000071525574,0.93,6,Isolate,1711,attack
11,Greedy,Greedy,,1,0.9204261302947998,0.9200000166893005,0.92,6,Isolate,1755,attack
12,Greedy,Greedy,,1,0.8790686726570129,0.8799999952316284,0.88,6,Isolate,1826,attack
13,Greedy,Greedy,,1,0.8598487377166748,0.8600000143051147,0.86,6,Isolate,2303,attack
14,Greedy,Greedy,,1,0.8559197187423706,0.8500000238418579,0.87,6,Isolate,2509,attack
15,Greedy,Greedy,,1,0.8448888659477234,0.8399999737739563,0.85,6,Isolate,2579,attack
16,Greedy,Greedy,,1,0.8343343138694763,0.8299999833106995,0.85,6,Isolate,2704,attack
17,Greedy,Greedy,,1,0.909209668636322,0.9100000262260437,0.91,6,Isolate,2984,attack
18,Greedy,Greedy,,1,0.892710268497467,0.8899999856948853,0.89,6,Isolate,3042,attack
19,Greedy,Greedy,,0,0.779188334941864,0.7799999713897705,0.78,6,Isolate,3187,benign
20,Greedy,Greedy,,0,0.7874859571456909,0.7900000214576721,0.79,6,Isolate,3200,benign
21,Greedy,Greedy,,1,0.8884751200675964,0.8899999856948853,0.88,6,Isolate,3480,attack
22,Greedy,Greedy,,0,0.8297797441482544,0.8299999833106995,0.83,6,Isolate,3603,benign
23,Greedy,Greedy,,1,0.8987791538238525,0.8999999761581421,0.9,6,Isolate,4036,attack
24,Greedy,Greedy,,1,0.9100563526153564,0.9100000262260437,0.91,6,Isolate,4096,attack
25,Greedy,Greedy,,0,0.7760412693023682,0.7799999713897705,0.78,6,Isolate,4223,benign
26,Greedy,Greedy,,0,0.7967140674591064,0.7900000214576721,0.8,6,Isolate,4492,benign
27,Greedy,Greedy,,0,0.773356556892395,0.7699999809265137,0.78,6,Isolate,4724,benign
28,Greedy,Greedy,,1,0.9137651920318604,0.9100000262260437,0.92,6,Isolate,4794,attack
29,Greedy,Greedy,,1,0.8725376129150391,0.8700000047683716,0.88,6,Isolate,4856,attack
30,Greedy,Greedy,,1,0.8711929321289062,0.8700000047683716,0.88,6,Isolate,4879,attack
31,Greedy,Greedy,,1,0.8682050108909607,0.8700000047683716,0.87,6,Isolate,5004,attack
32,Greedy,Greedy,,1,0.8684120178222656,0.8700000047683716,0.87,6,Isolate,5015,attack
33,Greedy,Greedy,,1,0.9081689715385437,0.9100000262260437,0.91,6,Isolate,5100,attack
