replay_step,controller,controller_family,seed,true_label,detector_confidence,detector_estimated_ratio,attack_ratio,action_id,action_name,orig_index,label_bucket
31,NoControl,NoControl,,0,0.7671636343002319,0.7599999904632568,0.76,0,Forward,21806,benign
32,NoControl,NoControl,,1,0.8491634130477905,0.8500000238418579,0.85,0,Forward,22317,attack
33,NoControl,NoControl,,0,0.8388105034828186,0.8399999737739563,0.84,0,Forward,23778,benign
34,NoControl,NoControl,,0,0.8036412000656128,0.800000011920929,0.8,0,Forward,24133,benign
35,NoControl,NoControl,,0,0.8401661515235901,0.8399999737739563,0.84,0,Forward,24560,benign
36,NoControl,NoControl,,1,0.8799384832382202,0.8799999952316284,0.88,0,Forward,24613,attack
37,NoControl,NoControl,,0,0.843108594417572,0.8399999737739563,0.84,0,Forward,24837,benign
38,NoControl,NoControl,,0,0.8299122452735901,0.8299999833106995,0.83,0,Forward,24967,benign
39,NoControl,NoControl,,1,0.8734425902366638,0.8700000047683716,0.88,0,Forward,26320,attack
40,NoControl,NoControl,,1,0.8734425902366638,0.8700000047683716,0.88,0,Forward,26321,attack
41,NoControl,NoControl,,0,0.8211085796356201,0.8199999928474426,0.82,0,Forward,27007,benign
42,NoControl,NoControl,,0,0.8113611340522766,0.8100000023841858,0.81,0,Forward,27027,benign
43,NoControl,NoControl,,0,0.8113600015640259,0.8100000023841858,0.81,0,Forward,27028,benign
44,NoControl,NoControl,,1,0.8587411642074585,0.8600000143051147,0.86,0,Forward,27708,attack
45,NoControl,NoControl,,0,0.824093222618103,0.8199999928474426,0.83,0,Forward,28794,benign
46,NoControl,NoControl,,0,0.8240866661071777,0.8199999928474426,0.83,0,Forward,28804,benign
47,NoControl,NoControl,,1,0.8526306748390198,0.8500000238418579,0.85,0,Forward,28906,attack
48,NoControl,NoControl,,1,0.8526313900947571,0.8500000238418579,0.85,0,Forward,28907,attack
0,Greedy,Greedy,,1,0.8779748678207397,0.8799999952316284,0.87,6,Isolate,543,attack
1,Greedy,Greedy,,1,0.8559197187423706,0.8500000238418579,0.87,6,Isolate,2509,attack
2,Greedy,Greedy,,1,0.8343343138694763,0.8299999833106995,0.85,6,Isolate,2704,attack
3,Greedy,Greedy,,1,0.909209668636322,0.9100000262260437,0.91,6,Isolate,2984,attack
4,Greedy,Greedy,,0,0.779188334941864,0.7799999713897705,0.78,6,Isolate,3187,benign
5,Greedy,Greedy,,0,0.7874859571456909,0.7900000214576721,0.79,6,Isolate,3200,benign
6,Greedy,Greedy,,1,0.8663164377212524,0.8600000143051147,0.86,6,Isolate,5933,attack
7,Greedy,Greedy,,0,0.7934058308601379,0.7900000214576721,0.79,6,Isolate,6156,benign
8,Greedy,Greedy,,0,0.7934057116508484,0.7900000214576721,0.79,6,Isolate,6158,benign
9,Greedy,Greedy,,1,0.8890588283538818,0.8899999856948853,0.88,6,Isolate,8699,attack
10,Greedy,Greedy,,1,0.8890588879585266,0.8899999856948853,0.88,6,Isolate,8700,attack
11,Greedy,Greedy,,1,0.8455605506896973,0.8500000238418579,0.85,6,Isolate,10545,attack
12,Greedy,Greedy,,1,0.8840524554252625,0.8700000047683716,0.88,6,Isolate,10844,attack
13,Greedy,Greedy,,0,0.8350366950035095,0.8299999833106995,0.83,6,Isolate,11301,benign
14,Greedy,Greedy,,0,0.8350360989570618,0.8299999833106995,0.83,6,Isolate,11302,benign
15,Greedy,Greedy,,0,0.81482994556427,0.8100000023841858,0.81,6,Isolate,11352,benign
16,Greedy,Greedy,,1,0.8501495122909546,0.8500000238418579,0.86,6,Isolate,11772,attack
17,Greedy,Greedy,,1,0.8687772154808044,0.8700000047683716,0.87,6,Isolate,12464,attack
18,Greedy,Greedy,,0,0.8321276307106018,0.8299999833106995,0.83,6,Isolate,13036,benign
19,Greedy,Greedy,,1,0.8940011858940125,0.8899999856948853,0.89,6,Isolate,13220,attack
20,Greedy,Greedy,,0,0.799791693687439,0.800000011920929,0.8,6,Isolate,13422,benign
21,Greedy,Greedy,,0,0.8191235065460205,0.8100000023841858,0.8,6,Isolate,14233,benign
22,Greedy,Greedy,,1,0.859923243522644,0.8600000143051147,0.86,6,Isolate,15051,attack
23,Greedy,Greedy,,1,0.8701123595237732,0.8700000047683716,0.87,6,Isolate,15646,attack
24,Greedy,Greedy,,1,0.8625316619873047,0.8600000143051147,0.86,6,Isolate,16621,attack
25,Greedy,Greedy,,1,0.8625324964523315,0.8600000143051147,0.86,6,Isolate,16622,attack
26,Greedy,Greedy,,1,0.8998856544494629,0.8999999761581421,0.9,6,Isolate,16856,attack
27,Greedy,Greedy,,0,0.8278783559799194,0.8199999928474426,0.82,6,Isolate,17678,benign
28,Greedy,Greedy,,0,0.8577614426612854,0.8500000238418579,0.84,6,Isolate,18102,benign
29,Greedy,Greedy,,0,0.6925909519195557,0.6899999976158142,0.69,1,Inspect,19803,benign
30,Greedy,Greedy,,1,0.9491422176361084,0.949999988079071,0.95,6,Isolate,20134,attack
31,Greedy,Greedy,,0,0.7671636343002319,0.7599999904632568,0.76,6,Isolate,21806,benign
32,Greedy,Greedy,,1,0.8491634130477905,0.8500000238418579,0.85,6,Isolate,22317,attack
33,Greedy,Greedy,,0,0.8388105034828186,0.8399999737739563,0.84,6,Isolate,23778,benign
34,Greedy,Greedy,,0,0.8036412000656128,0.800000011920929,0.8,6,Isolate,24133,benign
35,Greedy,Greedy,,0,0.8401661515235901,0.8399999737739563,0.84,6,Isolate,24560,benign
36,Greedy,Greedy,,1,0.8799384832382202,0.8799999952316284,0.88,6,Isolate,24613,attack
37,Greedy,Greedy,,0,0.843108594417572,0.8399999737739563,0.84,6,Isolate,24837,benign
38,Greedy,Greedy,,0,0.8299122452735901,0.8299999833106995,0.83,6,Isolate,24967,benign
39,Greedy,Greedy,,1,0.8734425902366638,0.8700000047683716,0.88,6,Isolate,26320,attack
40,Greedy,Greedy,,1,0.8734425902366638,0.8700000047683716,0.88,6,Isolate,26321,attack
41,Greedy,Greedy,,0,0.8211085796356201,0.8199999928474426,0.82,6,Isolate,27007,benign
42,Greedy,Greedy,,0,0.8113611340522766,0.8100000023841858,0.81,6,Isolate,27027,benign
43,Greedy,Greedy,,0,0.8113600015640259,0.8100000023841858,0.81,6,Isolate,27028,benign
44,Greedy,Greedy,,1,0.8587411642074585,0.8600000143051147,0.86,6,Isolate,27708,attack
45,Greedy,Greedy,,0,0.824093222618103,0.8199999928474426,0.83,6,Isolate,28794,benign
46,Greedy,Greedy,,0,0.8240866661071777,0.8199999928474426,0.83,6,Isolate,28804,benign
47,Greedy,Greedy,,1,0.8526306748390198,0.8500000238418579,0.85,6,Isolate,28906,attack
48,Greedy,Greedy,,1,0.8526313900947571,0.8500000238418579,0.85,6,Isolate,28907,attack
0,CARA-TC,CARA-TC,,1,0.8779748678207397,0.8799999952316284,0.87,6,Isolate,543,attack
1,CARA-TC,CARA-TC,,1,0.8559197187423706,0.8500000238418579,0.87,6,Isolate,2509,attack
2,CARA-TC,CARA-TC,,1,0.8343343138694763,0.8299999833106995,0.85,1,Inspect,2704,attack
3,CARA-TC,CARA-TC,,1,0.909209668636322,0.9100000262260437,0.91,6,Isolate,2984,attack
4,CARA-TC,CARA-TC,,0,0.779188334941864,0.7799999713897705,0.78,1,Inspect,3187,benign
5,CARA-TC,CARA-TC,,0,0.7874859571456909,0.7900000214576721,0.79,1,Inspect,3200,benign
6,CARA-TC,CARA-TC,,1,0.8663164377212524,0.8600000143051147,0.86,6,Isolate,5933,attack
7,CARA-TC,CARA-TC,,0,0.7934058308601379,0.7900000214576721,0.79,1,Inspect,6156,benign
8,CARA-TC,CARA-TC,,0,0.7934057116508484,0.7900000214576721,0.79,1,Inspect,6158,benign
9,CARA-TC,CARA-TC,,1,0.8890588283538818,0.8899999856948853,0.88,5,Drop,8699,attack
10,CARA-TC,CARA-TC,,1,0.8890588879585266,0.8899999856948853,0.88,5,Drop,8700,attack
11,CARA-TC,CARA-TC,,1,0.8455605506896973,0.8500000238418579,0.85,5,Drop,10545,attack
12,CARA-TC,CARA-TC,,1,0.8840524554252625,0.8700000047683716,0.88,5,Drop,10844,attack
13,CARA-TC,CARA-TC,,0,0.8350366950035095,0.8299999833106995,0.83,1,Inspect,11301,benign
14,CARA-TC,CARA-TC,,0,0.8350360989570618,0.8299999833106995,0.83,1,Inspect,11302,benign
15,CARA-TC,CARA-TC,,0,0.81482994556427,0.8100000023841858,0.81,1,Inspect,11352,benign
16,CARA-TC,CARA-TC,,1,0.8501495122909546,0.8500000238418579,0.86,5,Drop,11772,attack
17,CARA-TC,CARA-TC,,1,0.8687772154808044,0.8700000047683716,0.87,5,Drop,12464,attack
18,CARA-TC,CARA-TC,,0,0.8321276307106018,0.8299999833106995,0.83,1,Inspect,13036,benign
19,CARA-TC,CARA-TC,,1,0.8940011858940125,0.8899999856948853,0.89,5,Drop,13220,attack
20,CARA-TC,CARA-TC,,0,0.799791693687439,0.800000011920929,0.8,1,Inspect,13422,benign
21,CARA-TC,CARA-TC,,0,0.8191235065460205,0.8100000023841858,0.8,1,Inspect,14233,benign
22,CARA-TC,CARA-TC,,1,0.859923243522644,0.8600000143051147,0.86,5,Drop,15051,attack
23,CARA-TC,CARA-TC,,1,0.8701123595237732,0.8700000047683716,0.87,5,Drop,15646,attack
24,CARA-TC,CARA-TC,,1,0.8625316619873047,0.8600000143051147,0.86,5,Drop,16621,attack
25,CARA-TC,CARA-TC,,1,0.8625324964523315,0.8600000143051147,0.86,5,Drop,16622,attack
26,CARA-TC,CARA-TC,,1,0.8998856544494629,0.8999999761581421,0.9,5,Drop,16856,attack
27,CARA-TC,CARA-TC,,0,0.8278783559799194,0.8199999928474426,0.82,1,Inspect,17678,benign
28,CARA-TC,CARA-TC,,0,0.8577614426612854,0.8500000238418579,0.84,5,Drop,18102,benign
29,CARA-TC,CARA-TC,,0,0.6925909519195557,0.6899999976158142,0.69,1,Inspect,19803,benign
30,CARA-TC,CARA-TC,,1,0.9491422176361084,0.949999988079071,0.95,5,Drop,20134,attack
31,CARA-TC,CARA-TC,,0,0.7671636343002319,0.7599999904632568,0.76,1,Inspect,21806,benign
32,CARA-TC,CARA-TC,,1,0.8491634130477905,0.8500000238418579,0.85,5,Drop,22317,attack
33,CARA-TC,CARA-TC,,0,0.8388105034828186,0.8399999737739563,0.84,1,Inspect,23778,benign
34,CARA-TC,CARA-TC,,0,0.8036412000656128,0.800000011920929,0.8,1,Inspect,24133,benign
35,CARA-TC,CARA-TC,,0,0.8401661515235901,0.8399999737739563,0.84,1,Inspect,24560,benign
36,CARA-TC,CARA-TC,,1,0.8799384832382202,0.8799999952316284,0.88,5,Drop,24613,attack
37,CARA-TC,CARA-TC,,0,0.843108594417572,0.8399999737739563,0.84,1,Inspect,24837,benign
38,CARA-TC,CARA-TC,,0,0.8299122452735901,0.8299999833106995,0.83,1,Inspect,24967,benign
39,CARA-TC,CARA-TC,,1,0.8734425902366638,0.8700000047683716,0.88,5,Drop,26320,attack
40,CARA-TC,CARA-TC,,1,0.8734425902366638,0.8700000047683716,0.88,5,Drop,26321,attack
41,CARA-TC,CARA-TC,,0,0.8211085796356201,0.8199999928474426,0.82,1,Inspect,27007,benign
42,CARA-TC,CARA-TC,,0,0.8113611340522766,0.8100000023841858,0.81,1,Inspect,27027,benign
43,CARA-TC,CARA-TC,,0,0.8113600015640259,0.8100000023841858,0.81,1,Inspect,27028,benign
44,CARA-TC,CARA-TC,,1,0.8587411642074585,0.8600000143051147,0.86,5,Drop,27708,attack
45,CARA-TC,CARA-TC,,0,0.824093222618103,0.8199999928474426,0.83,1,Inspect,28794,benign
46,CARA-TC,CARA-TC,,0,0.8240866661071777,0.8199999928474426,0.83,1,Inspect,28804,benign
47,CARA-TC,CARA-TC,,1,0.8526306748390198,0.8500000238418579,0.85,5,Drop,28906,attack
48,CARA-TC,CARA-TC,,1,0.8526313900947571,0.8500000238418579,0.85,5,Drop,28907,attack
